;Weather
2013-04-11;8.780909538269043
2013-04-12;10.63722038269043
2013-04-13;11.840370178222656
2013-04-14;16.911623001098633
2013-04-15;18.882638931274414
2013-04-16;18.719350814819336
2013-04-17;20.029775619506836
2013-04-18;17.504684448242188
2013-04-19;11.889971733093262
2013-04-20;8.335415840148926
2013-04-21;9.96716022491455
2013-04-22;12.203449249267578
2013-04-23;14.033246994018555
2013-04-24;15.991990089416504
2013-04-25;18.909215927124023
2013-04-26;15.115303993225098
2013-04-27;6.015781402587891
2013-04-28;7.091602325439453
2013-04-29;10.136727333068848
2013-04-30;9.591604232788086
2013-05-01;11.50703239440918
2013-05-02;14.677634239196777
2013-05-03;12.680307388305664
2013-05-04;12.367510795593262
2013-05-05;14.827632904052734
2013-05-06;15.964437484741211
2013-05-07;15.734190940856934
2013-05-08;17.249509811401367
2013-05-09;17.196462631225586
2013-05-10;14.051969528198242
2013-05-11;12.828723907470703
2013-05-12;9.496132850646973
2013-05-13;10.486286163330078
2013-05-14;14.341669082641602
2013-05-15;15.079656600952148
2013-05-16;12.426264762878418
2013-05-17;11.316147804260254
2013-05-18;15.695586204528809
2013-05-19;11.466514587402344
2013-05-20;11.069894790649414
2013-05-21;11.918978691101074
2013-05-22;9.902999877929688
2013-05-23;7.290561199188232
2013-05-24;7.375447750091553
2013-05-25;9.106876373291016
2013-05-26;6.739740371704102
2013-05-27;12.739259719848633
2013-05-28;15.002117156982422
2013-05-29;9.389256477355957
2013-05-30;12.175726890563965
2013-05-31;10.86209487915039
2013-06-01;12.857748031616211
2013-06-02;13.594533920288086
2013-06-03;11.861781120300293
2013-06-04;15.508588790893555
2013-06-05;17.49903106689453
2013-06-06;19.477886199951172
2013-06-07;20.093284606933594
2013-06-08;21.15277099609375
2013-06-09;18.07380485534668
2013-06-10;14.41643238067627
2013-06-11;17.754087448120117
2013-06-12;19.277151107788086
2013-06-13;21.793865203857422
2013-06-14;15.819923400878906
2013-06-15;18.395566940307617
2013-06-16;21.168052673339844
2013-06-17;25.697729110717773
2013-06-18;29.125444412231445
2013-06-19;29.399810791015625
2013-06-20;23.21099090576172
2013-06-21;18.98141098022461
2013-06-22;19.981544494628906
2013-06-23;17.39251708984375
2013-06-24;14.797788619995117
2013-06-25;12.79357624053955
2013-06-26;13.8463773727417
2013-06-27;12.822824478149414
2013-06-28;15.171049118041992
2013-06-29;15.330147743225098
2013-06-30;17.219430923461914
2013-07-01;19.83489418029785
2013-07-02;22.051259994506836
2013-07-03;18.126209259033203
2013-07-04;18.77061653137207
2013-07-05;20.056236267089844
2013-07-06;21.568628311157227
2013-07-07;22.556476593017578
2013-07-08;22.261152267456055
2013-07-09;22.775718688964844
2013-07-10;22.43509292602539
2013-07-11;18.640302658081055
2013-07-12;18.73903465270996
2013-07-13;19.87671661376953
2013-07-14;20.902633666992188
2013-07-15;21.19818687438965
2013-07-16;22.379741668701172
2013-07-17;22.223196029663086
2013-07-18;23.996904373168945
2013-07-19;24.24716567993164
2013-07-20;23.870140075683594
2013-07-21;25.25649642944336
2013-07-22;27.221323013305664
2013-07-23;25.09740447998047
2013-07-24;22.412500381469727
2013-07-25;25.00111961364746
2013-07-26;27.074419021606445
2013-07-27;29.8665828704834
2013-07-28;23.595605850219727
2013-07-29;18.882081985473633
2013-07-30;21.039705276489258
2013-07-31;23.14134407043457
2013-08-01;25.811866760253906
2013-08-02;28.45473861694336
2013-08-03;25.517765045166016
2013-08-04;24.232139587402344
2013-08-05;25.634540557861328
2013-08-06;23.75307846069336
2013-08-07;20.569910049438477
2013-08-08;19.042438507080078
2013-08-09;19.29360580444336
2013-08-10;19.89903450012207
2013-08-11;19.395633697509766
2013-08-12;20.376148223876953
2013-08-13;17.22427749633789
2013-08-14;16.752193450927734
2013-08-15;18.004348754882812
2013-08-16;21.564912796020508
2013-08-17;22.40439796447754
2013-08-18;20.536396026611328
2013-08-19;18.28995704650879
2013-08-20;17.741384506225586
2013-08-21;17.896528244018555
2013-08-22;18.865262985229492
2013-08-23;19.855745315551758
2013-08-24;17.859472274780273
2013-08-25;15.589229583740234
2013-08-26;16.31037139892578
2013-08-27;16.64388084411621
2013-08-28;18.31339454650879
2013-08-29;17.72361946105957
2013-08-30;19.386377334594727
2013-08-31;18.470468521118164
2013-09-01;15.83558177947998
2013-09-02;17.149629592895508
2013-09-03;19.88936424255371
2013-09-04;21.376922607421875
2013-09-05;23.38367462158203
2013-09-06;23.63187599182129
2013-09-07;20.40548324584961
2013-09-08;17.068603515625
2013-09-09;15.958446502685547
2013-09-10;13.790069580078125
2013-09-11;11.43337345123291
2013-09-12;12.199612617492676
2013-09-13;14.11838436126709
2013-09-14;15.628460884094238
2013-09-15;14.121532440185547
2013-09-16;12.506339073181152
2013-09-17;9.967411994934082
2013-09-18;13.361977577209473
2013-09-19;11.923534393310547
2013-09-20;13.444353103637695
2013-09-21;14.86514663696289
2013-09-22;14.461705207824707
2013-09-23;16.0915470123291
2013-09-24;15.22486686706543
2013-09-25;15.625783920288086
2013-09-26;16.694101333618164
2013-09-27;14.320545196533203
2013-09-28;13.957381248474121
2013-09-29;13.402437210083008
2013-09-30;10.142987251281738
2013-10-01;11.827200889587402
2013-10-02;10.746541023254395
2013-10-03;11.003326416015625
2013-10-04;13.317569732666016
2013-10-05;11.606374740600586
2013-10-06;11.564042091369629
2013-10-07;12.3939847946167
2013-10-08;12.594062805175781
2013-10-09;13.516454696655273
2013-10-10;8.830636978149414
2013-10-11;6.644999980926514
2013-10-12;4.1448564529418945
2013-10-13;8.043780326843262
2013-10-14;10.615007400512695
2013-10-15;10.740633010864258
2013-10-16;10.025766372680664
2013-10-17;12.695943832397461
2013-10-18;13.170602798461914
2013-10-19;14.398735046386719
2013-10-20;14.196863174438477
2013-10-21;14.565438270568848
2013-10-22;16.742918014526367
2013-10-23;14.330633163452148
2013-10-24;14.044300079345703
2013-10-25;12.794632911682129
2013-10-26;16.234304428100586
2013-10-27;14.80810832977295
2013-10-28;17.175495147705078
2013-10-29;11.906322479248047
2013-10-30;8.611831665039062
2013-10-31;6.841587543487549
2013-11-01;6.557992935180664
2013-11-02;12.051125526428223
2013-11-03;9.368654251098633
2013-11-04;10.145439147949219
2013-11-05;6.734243869781494
2013-11-06;10.17746353149414
2013-11-07;14.51338005065918
2013-11-08;12.85997200012207
2013-11-09;9.181163787841797
2013-11-10;5.794247627258301
2013-11-11;4.956676006317139
2013-11-12;2.2412877082824707
2013-11-13;4.1272501945495605
2013-11-14;3.824183702468872
2013-11-15;4.0177226066589355
2013-11-16;4.637391090393066
2013-11-17;5.183594226837158
2013-11-18;5.2627787590026855
2013-11-19;2.978128433227539
2013-11-20;3.9704694747924805
2013-11-21;3.0389866828918457
2013-11-22;2.6854259967803955
2013-11-23;4.1058759689331055
2013-11-24;4.928741931915283
2013-11-25;1.5750943422317505
2013-11-26;0.36847445368766785
2013-11-27;-2.225611448287964
2013-11-28;-0.37491559982299805
2013-11-29;2.420807123184204
2013-11-30;3.298887252807617
2013-12-01;3.6619017124176025
2013-12-02;4.17640495300293
2013-12-03;-0.35225898027420044
2013-12-04;0.9576475024223328
2013-12-05;3.991126775741577
2013-12-06;2.936063051223755
2013-12-07;2.2511608600616455
2013-12-08;4.6318488121032715
2013-12-09;4.534793376922607
2013-12-10;2.720775604248047
2013-12-11;1.7418640851974487
2013-12-12;0.9051432609558105
2013-12-13;-0.793617308139801
2013-12-14;1.0523968935012817
2013-12-15;2.7002031803131104
2013-12-16;2.4858222007751465
2013-12-17;2.5102665424346924
2013-12-18;3.6526360511779785
2013-12-19;5.716557025909424
2013-12-20;4.759161472320557
2013-12-21;1.3017932176589966
2013-12-22;8.098136901855469
2013-12-23;9.127494812011719
2013-12-24;11.093487739562988
2013-12-25;8.012094497680664
2013-12-26;4.652011394500732
2013-12-27;4.644296646118164
2013-12-28;5.807806015014648
2013-12-29;5.037391662597656
2013-12-30;2.466911792755127
2013-12-31;2.5108606815338135
