;Weather
;-
;-
;AT
;
2012-01-01;11.316608428955078
2012-01-02;9.437999725341797
2012-01-03;7.194559574127197
2012-01-04;5.854129314422607
2012-01-05;4.316159248352051
2012-01-06;3.8552937507629395
2012-01-07;3.724919557571411
2012-01-08;4.667580604553223
2012-01-09;4.0757575035095215
2012-01-10;6.0669965744018555
2012-01-11;4.195342540740967
2012-01-12;2.2965478897094727
2012-01-13;3.063359022140503
2012-01-14;1.9720672369003296
2012-01-15;-0.43415674567222595
2012-01-16;-2.024505853652954
2012-01-17;-1.1803579330444336
2012-01-18;-0.47731417417526245
2012-01-19;5.0801191329956055
2012-01-20;4.126786708831787
2012-01-21;5.105055809020996
2012-01-22;5.521785736083984
2012-01-23;5.318843364715576
2012-01-24;3.121951103210449
2012-01-25;2.207531452178955
2012-01-26;1.4423335790634155
2012-01-27;2.6748769283294678
2012-01-28;2.102386951446533
2012-01-29;-0.24181564152240753
2012-01-30;-1.0120294094085693
2012-01-31;-3.1020350456237793
2012-02-01;-6.267533302307129
2012-02-02;-8.719937324523926
2012-02-03;-10.217016220092773
2012-02-04;-10.426673889160156
2012-02-05;-10.427352905273438
2012-02-06;-10.930526733398438
2012-02-07;-12.365206718444824
2012-02-08;-7.868650436401367
2012-02-09;-7.970322608947754
2012-02-10;-8.361017227172852
2012-02-11;-10.29679012298584
2012-02-12;-9.753898620605469
2012-02-13;-5.102366924285889
2012-02-14;-1.462014079093933
2012-02-15;1.7681894302368164
2012-02-16;3.0515730381011963
2012-02-17;3.658381462097168
2012-02-18;5.5706377029418945
2012-02-19;3.5477046966552734
2012-02-20;1.7124594449996948
2012-02-21;1.4274177551269531
2012-02-22;3.341763496398926
2012-02-23;4.010451316833496
2012-02-24;7.057680606842041
2012-02-25;7.001888751983643
2012-02-26;5.694859981536865
2012-02-27;5.304755210876465
2012-02-28;6.620911121368408
2012-02-29;9.615914344787598
2012-03-01;8.017746925354004
2012-03-02;7.462997913360596
2012-03-03;8.646096229553223
2012-03-04;7.64220666885376
2012-03-05;4.331526279449463
2012-03-06;5.557701110839844
2012-03-07;4.704415798187256
2012-03-08;4.940300941467285
2012-03-09;4.691802024841309
2012-03-10;6.38571834564209
2012-03-11;8.597960472106934
2012-03-12;9.853583335876465
2012-03-13;8.092277526855469
2012-03-14;7.824065685272217
2012-03-15;8.696468353271484
2012-03-16;12.51851749420166
2012-03-17;12.513812065124512
2012-03-18;7.540851593017578
2012-03-19;6.977705478668213
2012-03-20;6.394950866699219
2012-03-21;8.585983276367188
2012-03-22;11.358487129211426
2012-03-23;12.150644302368164
2012-03-24;11.847906112670898
2012-03-25;13.089606285095215
2012-03-26;11.512847900390625
2012-03-27;11.623552322387695
2012-03-28;12.658023834228516
2012-03-29;11.831762313842773
2012-03-30;10.52234935760498
2012-03-31;9.825213432312012
2012-04-01;6.098064422607422
2012-04-02;7.766360282897949
2012-04-03;10.828990936279297
2012-04-04;10.526333808898926
2012-04-05;7.123894214630127
2012-04-06;7.548447608947754
2012-04-07;5.718521595001221
2012-04-08;4.659454345703125
2012-04-09;6.495467662811279
2012-04-10;12.2296142578125
2012-04-11;8.60556697845459
2012-04-12;8.140342712402344
