;Weather
;-
;-
;AT
;
2014-01-01;5.977790355682373
2014-01-02;6.805941104888916
2014-01-03;7.391407489776611
2014-01-04;6.369586944580078
2014-01-05;4.9067254066467285
2014-01-06;5.368948936462402
2014-01-07;10.832778930664062
2014-01-08;10.486162185668945
2014-01-09;8.934200286865234
2014-01-10;5.843861103057861
2014-01-11;3.139552116394043
2014-01-12;1.9625787734985352
2014-01-13;3.1367647647857666
2014-01-14;4.368595600128174
2014-01-15;4.247531414031982
2014-01-16;5.515161514282227
2014-01-17;6.208705425262451
2014-01-18;2.1426069736480713
2014-01-19;2.94865345954895
2014-01-20;3.120523691177368
2014-01-21;4.113435745239258
2014-01-22;4.362954616546631
2014-01-23;3.7190768718719482
2014-01-24;3.0206892490386963
2014-01-25;3.132396697998047
2014-01-26;3.9609122276306152
2014-01-27;3.9896080493927
2014-01-28;3.8022143840789795
2014-01-29;-0.10767017304897308
2014-01-30;0.11274441331624985
2014-01-31;1.7648597955703735
2014-02-01;2.784883975982666
2014-02-02;4.421227931976318
2014-02-03;1.844303846359253
2014-02-04;2.8878042697906494
2014-02-05;2.429614305496216
2014-02-06;8.592236518859863
2014-02-07;8.244779586791992
2014-02-08;5.998265266418457
2014-02-09;5.015024662017822
2014-02-10;2.849592685699463
2014-02-11;5.008333206176758
2014-02-12;4.930846214294434
2014-02-13;5.811370372772217
2014-02-14;6.250839710235596
2014-02-15;6.2861456871032715
2014-02-16;6.489622116088867
2014-02-17;6.833734512329102
2014-02-18;6.0829854011535645
2014-02-19;7.091739177703857
2014-02-20;8.312372207641602
2014-02-21;7.715784072875977
2014-02-22;5.107608795166016
2014-02-23;6.852232456207275
2014-02-24;7.622183322906494
2014-02-25;7.402781009674072
2014-02-26;7.002503395080566
2014-02-27;6.671294689178467
2014-02-28;6.918641567230225
2014-03-01;5.98516845703125
2014-03-02;6.274903297424316
2014-03-03;5.381568431854248
2014-03-04;6.036134243011475
2014-03-05;7.084807395935059
2014-03-06;5.072865009307861
2014-03-07;7.499937057495117
2014-03-08;8.398412704467773
2014-03-09;11.268257141113281
2014-03-10;9.15330982208252
2014-03-11;8.699482917785645
2014-03-12;10.483746528625488
2014-03-13;10.231404304504395
2014-03-14;10.983826637268066
2014-03-15;8.298940658569336
2014-03-16;10.647635459899902
2014-03-17;12.729663848876953
2014-03-18;10.507744789123535
2014-03-19;11.104629516601562
2014-03-20;13.257197380065918
2014-03-21;15.22549057006836
2014-03-22;8.89029598236084
2014-03-23;6.414642333984375
2014-03-24;4.812173843383789
2014-03-25;5.370119094848633
2014-03-26;4.763692378997803
2014-03-27;4.763692378997803
2014-03-28;10.916486740112305
2014-03-29;10.916486740112305
2014-03-30;12.907978057861328
2014-03-31;13.405510902404785
2014-04-01;14.658794403076172
2014-04-02;16.21141242980957
2014-04-03;16.894380569458008
2014-04-04;15.545293807983398
2014-04-05;12.392044067382812
2014-04-06;15.382014274597168
2014-04-07;15.917281150817871
2014-04-08;13.409222602844238
2014-04-09;10.447083473205566
2014-04-10;12.399347305297852
2014-04-11;14.03973388671875
2014-04-12;14.150671005249023
2014-04-13;14.176295280456543
2014-04-14;10.62805461883545
2014-04-15;6.351962089538574
