;Weather
2011-04-14;8.956594467163086
2011-04-15;8.095968246459961
2011-04-16;9.066669464111328
2011-04-17;9.066669464111328
2011-04-18;17.29658317565918
2011-04-19;14.5106201171875
2011-04-20;15.849930763244629
2011-04-21;17.76087760925293
2011-04-22;18.201906204223633
2011-04-23;19.299762725830078
2011-04-24;18.68503189086914
2011-04-25;16.681058883666992
2011-04-26;13.469741821289062
2011-04-27;11.950982093811035
2011-04-28;13.246148109436035
2011-04-29;15.070613861083984
2011-04-30;14.599002838134766
2011-05-01;14.225069999694824
2011-05-02;13.6201810836792
2011-05-03;9.116692543029785
2011-05-04;9.429819107055664
2011-05-05;11.729811668395996
2011-05-06;17.149951934814453
2011-05-07;20.09097671508789
2011-05-08;20.740028381347656
2011-05-09;19.516942977905273
2011-05-10;19.62436294555664
2011-05-11;20.867977142333984
2011-05-12;17.62197494506836
2011-05-13;16.549861907958984
2011-05-14;14.020328521728516
2011-05-15;10.557291984558105
2011-05-16;12.836565017700195
2011-05-17;16.565608978271484
2011-05-18;19.286834716796875
2011-05-19;18.794633865356445
2011-05-20;19.662904739379883
2011-05-21;20.305042266845703
2011-05-22;20.77614974975586
2011-05-23;19.076488494873047
2011-05-24;18.48729705810547
2011-05-25;16.64883041381836
2011-05-26;18.61096954345703
2011-05-27;14.569243431091309
2011-05-28;15.701404571533203
2011-05-29;18.830703735351562
2011-05-30;23.41665267944336
2011-05-31;18.239742279052734
2011-06-01;10.572731971740723
2011-06-02;16.771785736083984
2011-06-03;20.61899757385254
2011-06-04;22.930341720581055
2011-06-05;21.61298179626465
2011-06-06;17.88337516784668
2011-06-07;22.73297691345215
2011-06-08;14.784280776977539
2011-06-09;15.571131706237793
2011-06-10;17.670021057128906
2011-06-11;16.494388580322266
2011-06-12;17.84986686706543
2011-06-13;18.06998634338379
2011-06-14;19.20143699645996
2011-06-15;21.510055541992188
2011-06-16;18.9315128326416
2011-06-17;19.864620208740234
2011-06-18;15.687339782714844
2011-06-19;14.081730842590332
2011-06-20;15.541142463684082
2011-06-21;21.21146011352539
2011-06-22;19.414812088012695
2011-06-23;16.699636459350586
2011-06-24;16.045690536499023
2011-06-25;16.794246673583984
2011-06-26;22.793079376220703
2011-06-27;26.2164249420166
2011-06-28;28.108417510986328
2011-06-29;21.47311019897461
2011-06-30;17.391460418701172
2011-07-01;14.298083305358887
2011-07-02;14.771693229675293
2011-07-03;17.496137619018555
2011-07-04;19.927486419677734
2011-07-05;23.06337547302246
2011-07-06;21.560991287231445
2011-07-07;18.622983932495117
2011-07-08;19.50883674621582
2011-07-09;20.836971282958984
2011-07-10;19.02962875366211
2011-07-11;21.331228256225586
2011-07-12;23.178525924682617
2011-07-13;18.945953369140625
2011-07-14;15.705711364746094
2011-07-15;17.100509643554688
2011-07-16;20.2203426361084
2011-07-17;16.251482009887695
2011-07-18;15.485311508178711
2011-07-19;16.47956085205078
2011-07-20;14.441816329956055
2011-07-21;17.872005462646484
2011-07-22;16.34377670288086
2011-07-23;16.136354446411133
2011-07-24;13.20794677734375
2011-07-25;16.658784866333008
2011-07-26;17.46749496459961
2011-07-27;18.63718032836914
2011-07-28;19.4361629486084
2011-07-29;18.5521183013916
2011-07-30;16.367700576782227
2011-07-31;15.542566299438477
2011-08-01;17.764265060424805
2011-08-02;22.602447509765625
2011-08-03;21.97596549987793
2011-08-04;23.129894256591797
2011-08-05;23.129894256591797
2011-08-06;23.129894256591797
2011-08-07;17.757366180419922
2011-08-08;15.665842056274414
2011-08-09;14.463936805725098
2011-08-10;15.521560668945312
2011-08-11;18.120174407958984
2011-08-12;19.236663818359375
2011-08-13;20.576662063598633
2011-08-14;21.24010467529297
2011-08-15;20.111948013305664
2011-08-16;19.719314575195312
2011-08-17;21.637737274169922
2011-08-18;24.651933670043945
2011-08-19;23.2349853515625
2011-08-20;22.424699783325195
2011-08-21;23.217050552368164
2011-08-22;26.525163650512695
2011-08-23;27.544004440307617
2011-08-24;24.197158813476562
2011-08-25;21.951820373535156
2011-08-26;22.277366638183594
2011-08-27;14.169292449951172
2011-08-28;17.015308380126953
2011-08-29;16.287553787231445
2011-08-30;16.25374412536621
2011-08-31;15.96229362487793
2011-09-01;17.29368019104004
2011-09-02;20.21795082092285
2011-09-03;23.428878784179688
2011-09-04;20.747928619384766
2011-09-05;17.949182510375977
2011-09-06;17.598886489868164
2011-09-07;15.9354829788208
2011-09-08;15.92076301574707
2011-09-09;19.1404972076416
2011-09-10;23.22384262084961
2011-09-11;21.354705810546875
2011-09-12;19.20879554748535
2011-09-13;19.85471534729004
2011-09-14;16.34392547607422
2011-09-15;14.508279800415039
2011-09-16;16.357378005981445
2011-09-17;18.453125
2011-09-18;12.983024597167969
2011-09-19;11.686429023742676
2011-09-20;14.021306991577148
2011-09-21;14.894975662231445
2011-09-22;15.875499725341797
2011-09-23;15.741974830627441
2011-09-24;16.468286514282227
2011-09-25;17.679048538208008
2011-09-26;18.285947799682617
2011-09-27;18.617040634155273
2011-09-28;18.290945053100586
2011-09-29;17.786540985107422
2011-09-30;17.4942684173584
2011-10-01;17.406208038330078
2011-10-02;17.595500946044922
2011-10-03;18.123933792114258
2011-10-04;18.044336318969727
2011-10-05;16.8784236907959
2011-10-06;15.696643829345703
2011-10-07;9.740917205810547
2011-10-08;9.144227027893066
2011-10-09;9.589740753173828
2011-10-10;14.049517631530762
2011-10-11;15.115663528442383
2011-10-12;14.378060340881348
2011-10-13;11.424205780029297
2011-10-14;8.130413055419922
2011-10-15;6.688462734222412
2011-10-16;7.880090713500977
2011-10-17;9.831326484680176
2011-10-18;12.278120040893555
2011-10-19;5.407859802246094
2011-10-20;6.2641754150390625
2011-10-21;3.793069362640381
2011-10-22;3.495476245880127
2011-10-23;3.5311896800994873
2011-10-24;6.56228494644165
2011-10-25;8.8829927444458
2011-10-26;10.59277629852295
2011-10-27;9.060525894165039
2011-10-28;9.460308074951172
2011-10-29;10.44531536102295
2011-10-30;12.417887687683105
2011-10-31;10.6588716506958
2011-11-01;9.602692604064941
2011-11-02;10.847044944763184
2011-11-03;10.952326774597168
2011-11-04;10.775599479675293
2011-11-05;9.73697280883789
2011-11-06;9.017613410949707
2011-11-07;7.168511390686035
2011-11-08;7.508025169372559
2011-11-09;6.313854694366455
2011-11-10;5.0850701332092285
2011-11-11;6.2887420654296875
2011-11-12;5.716281414031982
2011-11-13;3.514247417449951
2011-11-14;2.963219165802002
2011-11-15;1.304750919342041
2011-11-16;0.6436938047409058
2011-11-17;3.643256187438965
2011-11-18;6.325280666351318
2011-11-19;4.559207439422607
2011-11-20;6.486974716186523
2011-11-21;3.7869656085968018
2011-11-22;2.6411843299865723
2011-11-23;1.346610426902771
2011-11-24;0.7996491193771362
2011-11-25;1.257145881652832
2011-11-26;4.8288068771362305
2011-11-27;4.648354530334473
2011-11-28;5.438243389129639
2011-11-29;1.6215704679489136
2011-11-30;6.216273784637451
2011-12-01;6.784008502960205
2011-12-02;8.940133094787598
2011-12-03;6.080408096313477
2011-12-04;9.903221130371094
2011-12-05;5.407144069671631
2011-12-06;2.8260293006896973
2011-12-07;5.628226280212402
2011-12-08;6.413984775543213
2011-12-09;6.753577709197998
2011-12-10;4.196558952331543
2011-12-11;1.936622142791748
2011-12-12;4.605668067932129
2011-12-13;7.336638450622559
2011-12-14;7.482443809509277
2011-12-15;5.472851276397705
2011-12-16;5.7030768394470215
2011-12-17;3.0431087017059326
2011-12-18;1.2577062845230103
2011-12-19;0.6543557643890381
2011-12-20;0.9611312747001648
2011-12-21;2.5177762508392334
2011-12-22;5.026557445526123
2011-12-23;7.374098300933838
2011-12-24;4.843179225921631
2011-12-25;4.47189474105835
2011-12-26;6.3179168701171875
2011-12-27;6.329936981201172
2011-12-28;3.912349224090576
2011-12-29;4.300678730010986
2011-12-30;3.264909029006958
2011-12-31;4.929502964019775
