;ATR;ATR;ATR;ATR;ATR;ATR;ATR;ATR;ATR;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18
2017-11-07 00:02:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.59333308539;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:03:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.60333331425;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0600004196;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:04:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.59333308539;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:05:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.59333308539;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:06:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.59333308539;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:07:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.58666642508;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.03999996185;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:08:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.5966668129;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.05999994278;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.72000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:09:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.57999992371;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.03999996185;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:10:00;1.0;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.56999969481;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.03999996185;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:11:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.54999987283;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.65999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:12:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.54999987283;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.65999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:13:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53999996184;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:14:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53333314259;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.60999965668;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:15:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53333314259;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.60999965668;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:16:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53333314259;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.60999965668;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:17:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53999996184;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:18:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53000005087;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9499998093;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:19:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53999996184;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:20:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53999996184;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:21:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.54999987283;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.03999996185;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:22:00;0.666666666667;0.666666666667;0.0;0.0;0.0;0.333333333333;0.666666666667;9.55999978382;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:23:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.55999978382;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:24:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.5700000127;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.72000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:25:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.55999978382;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6.01000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:26:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.55999994277;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.72000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:27:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.54999971388;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.68999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:28:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.52999989193;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9499998093;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.65999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:29:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.53999980289;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.65999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:30:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.5299998919;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.63000011444;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:31:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.51333316166;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.57999992371;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:32:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.49333333968;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.52000045776;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:33:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.49333333968;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.52000045776;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:34:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4833331108;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.98000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:35:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4666665395;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.94999980927;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:36:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4666665395;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.94999980927;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:37:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.45666631062;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.94999980927;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.43999958038;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:38:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44666639963;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.94999980927;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.40999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:39:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.43999973932;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.92999982834;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.40999984741;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:40:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4600001971;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.90000009537;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:41:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.45666646956;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.90000009537;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:42:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.43666648864;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:43:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44666639963;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.86999988556;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:44:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44000021617;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:45:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44000021617;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:46:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4533332189;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:47:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44666671754;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:48:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.42999998727;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.84000015259;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;12.9799995422;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:49:00;1.0;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.44000005723;8.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.82000017166;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0100002289;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:50:00;0.666666666667;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.43666648866;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.78999996185;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:51:00;0.333333333333;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.4200000763;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.76000022888;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.47000026703;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:52:00;0.333333333333;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.41666650773;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.73000001907;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.029999733;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:53:00;0.333333333333;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.42000007629;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.71000003815;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0600004196;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:54:00;0.333333333333;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.42000023523;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.67999982834;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0600004196;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.52000045776;11.3;;;;;;;;;;;;;;;;;;
2017-11-07 00:55:00;0.333333333333;1.0;0.0;0.0;0.0;0.333333333333;0.666666666667;9.39666652679;8.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.61999988556;4.8;1.0;1.0;0.0;0.0;0.0;0.0;1.0;13.0799999237;9.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.48999977112;11.3;;;;;;;;;;;;;;;;;;
