;ATR;ATR;ATR;ATR;ATR;ATR;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;AT Daily Average <=5;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;5 < AT Daily Average <=11;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;11 < AT Daily Average <=14;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;14 < AT Daily Average <=18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18;AT Daily Average >18
;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal;Standard Diurnal
;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD;MD
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;B2E1;B2E1;B2E1;B2E1;Weather;Weather;B2E1;B2E1;B2E1;B2E1;Weather;Weather;B2E1;B2E1;B2E1;B2E1;Weather;Weather;B2E1;B2E1;B2E1;B2E1;Weather;Weather;B2E1;B2E1;B2E1;B2E1;Weather;Weather;B2E1;B2E1;B2E1;B2E1;Weather;Weather
;A01;A01;A01;A01;-;-;A01;A01;A01;A01;-;-;A01;A01;A01;A01;-;-;A01;A01;A01;A01;-;-;A01;A01;A01;A01;-;-;A01;A01;A01;A01;-;-
;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-;Room_Sleeping;Room_Sleeping;Room_Sleeping;Room_Sleeping;-;-
;WP1;WP2;WP3;WP4;AT;AT Daily Average;WP1;WP2;WP3;WP4;AT;AT Daily Average;WP1;WP2;WP3;WP4;AT;AT Daily Average;WP1;WP2;WP3;WP4;AT;AT Daily Average;WP1;WP2;WP3;WP4;AT;AT Daily Average;WP1;WP2;WP3;WP4;AT;AT Daily Average
Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-08-17 00:00:00;0.165730337079;0.165730337079;0.328651685393;0.328651685393;9.25303370576;11.0885245902;0.0;0.0;0.0;0.0;-0.500759480494;0.0886075949367;0.00980392156863;0.00980392156863;0.0294117647059;0.0294117647059;6.44666666835;7.71538461538;0.025641025641;0.025641025641;0.205128205128;0.205128205128;10.3474359026;12.4390243902;0.285714285714;0.285714285714;0.732142857143;0.732142857143;14.2019643269;16.3310344828;0.5125;0.5125;0.8125;0.8125;18.4652499441;21.330952381
2017-08-17 00:01:00;0.168067226891;0.168067226891;0.330532212885;0.330532212885;9.25263304384;10.9378151261;0.0;0.0;0.0;0.0;-0.541025648769;0.0628205128205;0.00961538461538;0.00961538461538;0.0288461538462;0.0288461538462;6.45605768819;7.71538461538;0.025641025641;0.025641025641;0.205128205128;0.205128205128;10.3443590185;12.441025641;0.285714285714;0.285714285714;0.732142857143;0.732142857143;14.1907142573;16.275;0.525;0.525;0.825;0.825;18.4481249694;21.26125
2017-08-17 00:02:00;0.168539325843;0.168539325843;0.331460674157;0.331460674157;9.23969097911;10.9252808989;0.0;0.0;0.0;0.0;-0.502692322936;0.0948717948718;0.00961538461538;0.00961538461538;0.0288461538462;0.0288461538462;6.4548077009;7.71538461538;0.025641025641;0.025641025641;0.205128205128;0.205128205128;10.3323076441;12.441025641;0.290909090909;0.290909090909;0.745454545455;0.745454545455;14.1678181651;16.2454545455;0.525;0.525;0.825;0.825;18.4381248958;21.26125
